  勇猛宇宙海贼：亚空间之深渊.Bodacious.Space.Pirates.Abyss.of.Hyperspace.2014.BluRay.REMUX.1080p.AVC.DTS-HD.MA5.1-H,magnet:?xt=urn:btih:c090e5cbada3b508eb920944bea7fd4722e386d0  ,,
  登录.Login-2012.(DVDRip.mp4).--. iAgain .856.75MB,magnet:?xt=urn:btih:f1de092acca5ac399a8e19953256e0d503af6a4d  ,,
  兄弟之战.Brothers.War.2009.1080p.BluRay.x264.DTS-FGT.4.88GB,magnet:?xt=urn:btih:d7dfa48e9aa50efe4e329b1291b22039d49d8eec  ,,
  末日杀戮.American.Cyborg.Steel.Warrior.1993.720p.BluRay.H264.AAC-RARBG.1.14GB,magnet:?xt=urn:btih:6b2cfd98db6ca0dbb036a603c77b8774e25c428b  ,,
  凌云壮志.The.Aviator.1985.1080p.BluRay.x264.DTS-FGT.6.19GB,magnet:?xt=urn:btih:2d60db434275e88a6f32cfb5d3bce1f805e26cb4  ,,
  喋血美人关.Quantez.1957.1080p.BluRay.x264.DTS-FGT.5.33GB,magnet:?xt=urn:btih:160787124c27d5168c800a179c0181cdd2adbfb3  ,,
  Wild.Thing.1987.1080p.BluRay.x264.DTS-FGT.7.38GB,magnet:?xt=urn:btih:a835f586455d76406089d582132d87fcde681c50  ,,
  蒙特利流行音乐节.Monterey.Pop.1968.1080p.Bluray.X264-DIMENSION.7.95GB,magnet:?xt=urn:btih:1a2cf5b340ff27ac659e660fa65be6f2e86f2823  ,,
  决死突击队:死亡任务.Dirty.Dozen.3.The.Deadly.Mission.1987.DVDRip.XviD.AC3-RARBG.700.56MB,magnet:?xt=urn:btih:bbdb8d6dc55f6f93a9a9c35b31b2f7b931a2a2a9  ,,
  拳外重生.Max.Schmeling.2010.1080p.BluRay.x264-MUxHD.8.68GB,magnet:?xt=urn:btih:1aa4d4c5df4aaabb3f5e0a8fad005c13903c29cb  ,,
  杀手.Killers.1997.1080p.BluRay.x264.DTS-FGT.4.86GB,magnet:?xt=urn:btih:b7655236b9ba4b078119d90f849f3764a0247d2e  ,,
  母狗.La.Chienne.1931.1080p.BluRay.x264-DEPTH.8.75GB,magnet:?xt=urn:btih:f9df2b4b87615c0b7ecc3c4b12473b8c81d02ab4  ,,
  雨季来临.The.Rains.Came.(1939).Myrna.Loy,Tyrone.Power.Eng.1.37GB,,
  Blue.Ice_1992.DVDRip.avi.1.37GB,magnet:?xt=urn:btih:0a75b674683593003e57b2ca84ceb846d299a95c  ,,
  _____-_____(__).720p.H264.AAC.ob.mp4.1.96GB,magnet:?xt=urn:btih:4abdb57183134e841fd62481a8f51bbc01c57977  ,,
  舞动心方向.Marilyn.Hotchkiss.Ballroom.Dancing.2005.1080p.BluRay.x264.DTS-FGT.7.64GB,magnet:?xt=urn:btih:443ed7fced48b784aa5862652e0d4e0f79d4af39  ,,
  拼字比赛.Spellbound.2002.DVDrip.x264-MCH.mkv.1.72GB,magnet:?xt=urn:btih:73812c6824cb73fa74f37c018843107bbb223708  ,,
  水手服色情_育.Lusty.Discipline.BD.subs.18.07GB,magnet:?xt=urn:btih:7127deedb26d37bc509920df7a8fee893a2251c0  ,,
  Penda’s.Fen.(1974).Pendas.Fen.1974.1080p.BluRay.x264-BiPOLAR.6.56GB,magnet:?xt=urn:btih:2c1c3c697a3560366e73fdf843f14e5000636873  ,,
  符咒.Nijinsky.1980.1080p.BluRay.x264.DTS-FGT.11.39GB,magnet:?xt=urn:btih:c272154392ec697683dddf6edd74d5a9d0dc8dd6  ,,
  决死突击队:再次出击.The.Dirty.Dozen.II.Next.Mission.1985.PL.DVDRip.XviD.avi.1.32GB,magnet:?xt=urn:btih:536d3f47f44938b43840f8c92b971b88dc1ea0e7  ,,
  美男记.Little.man.2012.1080p.WEB-DL.x264.AAC-XLMV.1.64GB,magnet:?xt=urn:btih:c220a0232806cc7b804c7b94cceb244cb51906da  ,,
  旅人.The.Tripper.2006.720p.BluRay.H264.AAC-RARBG.1.18GB,magnet:?xt=urn:btih:7550cd4f37bb2ba324306108c9e61c47ddfa46da  ,,
  Aankhen.(1993).-.Hindi.-.WEB-HD.AC-3.x264.-.LOKI.1.21GB,magnet:?xt=urn:btih:d8967f2856fc85499e11d132310b0414ea6e7eac  ,,
  Back.Then.2012.720p.WEB-DL.AAC2.0.H.264-NGB.2.38GB,magnet:?xt=urn:btih:63c51d121f49a1038771aed3fb6cc984c8614a57  ,,
  圣诞老爸.Father.Christmas.1991.DVDRiP.XviD-ZOTON2.244.32MB,magnet:?xt=urn:btih:d06e76150cb94c128ba50aa26e2ca2e29548a601  ,,
  Grandma.Got.Run.Over.by.a.Reindeer.(2000).avi.699.43MB,magnet:?xt=urn:btih:e334fb9b29d4291008a2516118e37eb5452deb6a  ,,
  愿望鱼.The.Wish.Fish.2012.DVDRip.x264.AC3.LT-MRG.mkv.525.84MB,magnet:?xt=urn:btih:07f04470639b264d5da6bc34dd73be47832ef77a  ,,
  Звезда.пленительного.счастья.mkv.1.46GB,magnet:?xt=urn:btih:a9c68cd9275c04225f239b787557872cae51ece5  ,,
  闺蜜.Girls.2014.BluRay.iPad.720p.AAC.2Audio.x264-CHDPAD.2.2GB,magnet:?xt=urn:btih:df7501033981e55ee497a5098fb30b00dcb193b5  ,,
  圣诞保龄球.Elf.Bowling.The.Movie.2007.STV.DVDRip.XviD-SAVIOR.716.68MB,magnet:?xt=urn:btih:668669951c8f089b030a4156d5961a7832e220dd  ,,
  无敌青春.Pacchigi!.2004.DVDRip.AC3.x264-LooKMaNe.1.46GB,magnet:?xt=urn:btih:c4406458d7bfa4636f44dd6945de38959281e7ff  ,,
  部落.Orda.2012.RUS.BDRip.720p.x264.AC3.-HQ-ViDEO.mkv.5.43GB,magnet:?xt=urn:btih:bf336f6b4072c8dea82180a5ed37401e7186711b  ,,
  Rush.Clockwork.Angels.Tour.2013.720p.MBluRay.x264-FKKHD. PublicHD .7.65GB,magnet:?xt=urn:btih:b31309d341401d1aad7463b0908802dc1e5b3a28  ,,
  Sri.Jagadguru.Adi.Shankara.2013.Telugu.Movie.DVDRiP.TotaL.702MB,magnet:?xt=urn:btih:b933f64e02753ed56171bd12e25149f566e2d454  ,,
  白狐.The.Fox.Lover.2013.720p.HDRip.AC3.x264.THMASTER-Zakky.mkv.1.43GB,magnet:?xt=urn:btih:63e5b92714eee526ac3122af73d2a56878abded5  ,,
  Tumsa.Nahin.Dekha.2004.Hindi.DvDRip.x264.AC3.5.1...Hon3y.3GB,magnet:?xt=urn:btih:3577d2bfc4f517273cf1d9e0e94895366fb61183  ,,
  Волкодав.из.рода.Серых.Псов.2006.BDRip.720p.Rus.Sub.Chpt.mkv.5.94GB,magnet:?xt=urn:btih:d6d515fafaca5318b52b4721a838729fb1956b38  ,,
  百鬼夜游.The.Gathering.2002.DVDRip.x264-HANDJOB.1.35GB,magnet:?xt=urn:btih:44e7de9380c55c9bfcdcd3ce35965c2d6e218f29  ,,
  静态自杀.Landscape.Suicide.(1986,.James.Benning).avi.1.07GB,,
  蟾蜍之路.Toad.Road.2012.720p.WEBrip.x264.AC3-MiLLENiUM.1.77GB,magnet:?xt=urn:btih:f0c39681b985d03534ce7fbc4af1619dea90b1cd  ,,
  Inspector.Gadget.Saves.Christmas.(1992).DVD.RIP.751.52MB,magnet:?xt=urn:btih:fd4ec2a3876ddbf90b2c654c88dbbef90bbd51ac  ,,
  Kaante.2002.Hindi.720p.DvDRip.CharmeLeon.SilverRG.mkv.1.1GB,magnet:?xt=urn:btih:11b1b97e6843d4b7525e56508deba7602e793052  ,,
  合约杀手.This.Gun.for.Hire.1942.AC3.DVDRip.XviD-RETRO.1.37GB,magnet:?xt=urn:btih:f76c3b8080098b573c57a1886139cf2bd7bb920e  ,,
  爱在孟买.Love.in.Bombay.(2013-1974).2CD.DVDRip.x264.AC3. TMB .mkv.1.39GB,magnet:?xt=urn:btih:88269f62301c36a101e72d3187fce74d4460544f  ,,
  婚礼三个多.Tres.bodas.de.mas.2013.720p.Bluray.x264-DiN.4.42GB,magnet:?xt=urn:btih:6f454aaa024b637dda4304a3d98470c7d3a331a4  ,,
  A.Christmas.Wedding.(2006).avi.699.76MB,magnet:?xt=urn:btih:cbe91f00a0009df9ade13ea49930036d59eeae8c  ,,
  白色风暴.The.Siege.at.Ruby.Ridge.(1996).mp4.Lifetime.1.23GB,magnet:?xt=urn:btih:0b1e98ccea6cb9d51109db9bb6ea0cc128f1b78c  ,,
  The.Christmas.Party.1996.DVDRip.x264-FiCO.886.46MB,magnet:?xt=urn:btih:baad88e9e43eedbafb2e6892165a0d2a970521f4  ,,
  爱情碰碰撞.Love.Is.Touch.2013.1080p.WEB-DL.x264.AAC-SmY.rmvb.1.03GB,magnet:?xt=urn:btih:d2f61148d8ef654359f909c9078d70728ce651b4  ,,
  敌营芳翠.Svik.2009.Norsk.tekst.Xvid.Saga.966.94MB,magnet:?xt=urn:btih:960cb522b53e84d03a667a8264f4864d16719b67  ,,
  Paper.Castles.(Castillos.De.Cartón).2009.699.84MB,magnet:?xt=urn:btih:18c292379b489c77c7e81a1b78dbc2caec0ea29b  ,,
" ""大树.市长和文化馆.L arbre.le.maire.et.la.médiathèque.1993.BD-MP4.mp4.608.81MB","magnet:?xt=urn:btih:d3de37263ce3daf70b95333ac60af7f5ea4c191b"" ",,
" ""大树.市长和文化馆.L arbre.le.maire.et.la.médiathèque.1993.BD-MP4.mp4.608.81MB","N"" ",,
  Hellbound.2012.LIMITED.DVDRip.x264-BiQ.855.84MB,magnet:?xt=urn:btih:43969b5cfbeced2cd6d023ffcae60a674d948d79  ,,
  Nine.Dog.Christmas.2001.HUN.DVDRip.XviD-deadinside.715.42MB,magnet:?xt=urn:btih:e8cbebd841f0d4cd81aa41a92740f134f6ac1fa7  ,,
  探索·发现【三江源】Matrix.1.19GB,magnet:?xt=urn:btih:da0648fed79bec144fdac325dd50682302af0b83  ,,
  Prematur.2013.DVDRip.x264-FiCO.115.15MB,magnet:?xt=urn:btih:64bcccbcf113262d2bc80764a8d89e6c2b740aaf  ,,
  纯羊绒.100.Pour.Cent.Cachemire.2013.FRENCH.1080p.BluRay.x264-ROUGH.mkv.7.64GB,magnet:?xt=urn:btih:5ed5a3f0dc7c51cbcfbc2f513ff3bc95db313c45  ,,
  合家欢.Mr.Coconut.1989.BluRay.720p.x264.2Audio.AAC-iSCG.1.58GB,magnet:?xt=urn:btih:576abded157cc062eff03bc413c7d124737721d4  ,,
  对不起，哥哥.Sorry.Bhai.(2008).DVDRip.720p.x264.MaNuDiL.SilverRG.982.25MB,magnet:?xt=urn:btih:216351ad1a7aab7af7068c6c9f780c10b5df5eb8  ,,
  五年时光.5.Jahre.Leben.2013.German.HDTV.720p.WS.x264.AC3-fessi.937.13MB,magnet:?xt=urn:btih:54a0afea61e247bbca13935c7ad377a8d76c4b0e  ,,
  平安夜，杀人夜2.Silent.Night.Deadly.Night.Part.2.1987.DVDRip.XviD-EBX.745.92MB,magnet:?xt=urn:btih:8036ccd8e909ef62e41e367d5e573816f7428c4a  ,,
  Stalin.2006.699.84MB,magnet:?xt=urn:btih:d733db0a7786fdeef2e8221aabbc9967fee5b620  ,,
  狼孩.Wolfskinder.2013.HDRip.XviD-WAR.1.1GB,magnet:?xt=urn:btih:ea8e7d5b230a10d32a73d658271209d4457b2b8d  ,,
  私人订做.HD1280超清国语中字.mkv.1008.4MB,magnet:?xt=urn:btih:f158af44de26520b7776731ef8f807613ed80164  ,,
  继承者.The.Keeper.(2004).DVDR.DD5.1.NL.Subs.DRT.4.29GB,magnet:?xt=urn:btih:a7b8d8d9cba38a5c81558e7885ddda2bf58b4d49  ,,
  Il.Gioiellino.2011.iTALiAN.AC3.DVDRip.XviD-CRiME.avi.1.37GB,magnet:?xt=urn:btih:4c4dad5c7d11d7db5ebc1d1b4ba7ee27b6ce7605  ,,
  Il.Gioiellino.2011.iTALiAN.AC3.DVDRip.XviD-CRiME.avi.1.37GB,N  ,,
  Vacation.Blues.(2003). Kolkata.As.Neel.Nirjane .DVDRip.x264.by.{RUSSELL}.698.27MB,magnet:?xt=urn:btih:2319b709a744722796183d13a856eb0280a099f7  ,,
  铁汉柔情.The.Young.Dragons.1974.DVDRip.XviD.AC3.SUBBED-RARBG.1.36GB,magnet:?xt=urn:btih:5751eb0c92ca9203c72be56f91b050aedda022f4  ,,
  偷窥疑云.Inside.2007.720p.BluRay.x264-CYBERMEN.4.44GB,magnet:?xt=urn:btih:aa4a9e351024c9f6f6787a2d4ce322caaf1bea5c  ,,
  有情感的机器人.D.A.R.Y.L.1985.720p.WEB-DL.AAC2.0.H264-FGT.2.82GB,magnet:?xt=urn:btih:f4d48b21a7f0555cf6c7128391daf40b6360bb8b  ,,
  心动舞台.Runway.Beat.2011.DVDRip.x264.AC3-Zoo.1.47GB,magnet:?xt=urn:btih:df645c5701f32c7a3267803c2c729f34ae192db7  ,,
  Gold.Dust.AKA.Hrysoskoni.. 2009 .Greek.movie.1.36GB,magnet:?xt=urn:btih:88d8fcafe10f64fa376248227811e5fab32ce102  ,,
  绑架猫王.Heartbreak.Hotel.1988.720p.BluRay.x264.YIFY.802.78MB,magnet:?xt=urn:btih:6d9ff629b08d22c91b4ce6209f71617ea1c28fbf  ,,
  梦修罗.Container.2006.PAL.DVD.x264.Tree.1.46GB,magnet:?xt=urn:btih:f621dbb25ed36a06fb3b97fa64c2c95463a85519  ,,
  Hold.Fast.2013.WebRip-KingStoner.1.16GB,magnet:?xt=urn:btih:0190e5b0ef40ec8fdc285bb544cbc3a87abaf2da  ,,
  《科图柯诺反叛》Kautokeino.opproret.BDRip-人人影视www.bt0.com.2.05GB,magnet:?xt=urn:btih:d570b2e337214e49ea3ca53d13eb15a67aebc17b  ,,
  倾斜.TILT.2011.HDTVRip.XviD-0LD.701.6MB,magnet:?xt=urn:btih:169078eca973e89a46d252c3234f8d203c71a0f8  ,,
  白孔雀黑孔雀.Il-Pavone-Nero-avi.698.93MB,magnet:?xt=urn:btih:8e84313f0858b642104a52bc7c60203fe827c674  ,,
  霹雳游侠2008电影版.Knight.Rider.2008.Pilot.720p.HDTV.X264-DIMENSION.2.15GB,magnet:?xt=urn:btih:97dbeb2433fa80239013aa6272e0cf65c0030eac  ,,
  听见下雨的声音.Rhythm.of.the.Rain.2013.720P.WEB-DL.X264.AC3.mkv.3.83GB,magnet:?xt=urn:btih:d8f73102d1da105d83d18a1b3e50be3d7d579b35  ,,
  半路传人.Dammu.(2012).-.Blu-Ray.-.x264.-.720p.-.AC3.-. DDR .4.4GB,magnet:?xt=urn:btih:2eec4c84146762487dddbbbbd5f8b24d9607de38  ,,
  魔法饭店.Tower.Of.Terror.1997.DVDRip.XViD-TWiST.707.28MB,magnet:?xt=urn:btih:5042c31b3c07f9ed2c3ea77dd6c221f0ed9b891f  ,,
  都市女郎.City.Girl.(1930).720p.brrip.x264.yify.699.12MB,magnet:?xt=urn:btih:6772be645f5a4b378df3dd2a37f89578df6ff13b  ,,
  Tuck.Bushman.and.the.Legend.of.Piddledown.Dale.2009.DVDRip.x264-FiCO.1.21GB,magnet:?xt=urn:btih:13a9e10520d47d3e3f3950e678b7844137f19e33  ,,
  莉莉安是谁.The.Christmas.Wish.(1998).dvdrip.avi.700.84MB,magnet:?xt=urn:btih:dd5e88b357abafc8c18d77059f8e0d5e8f5872f8  ,,
  无所事事的海盗.The.Pirates.Who.Dont.Do.Anything.2008.DVDRip.XviD-Pirates.710.89MB,magnet:?xt=urn:btih:20299079fe167b6f861e7f0a53a909dd9435cf21  ,,
  赌圣.All.for.the.Winner.1990.UpScaled.DVDRip.x264.AC3-SILI.1.46GB,magnet:?xt=urn:btih:0dc42ad460adbb19fa8c41520566192ea5e06042  ,,
  狼，斩落日！.风云篇·激情篇·怒涛篇.The.Last.Samurai.1974.DVDRip.2.87GB,magnet:?xt=urn:btih:701353b568fe8c40602c42f1c30654ed0cbbf209  ,,
  梦幻强尼.Johnny.Suede.1991.SWESUB.AC3.DVDRip.XviD-Svennen.1.39GB,magnet:?xt=urn:btih:66bfee7550bad1c2f2c291f529e7a75839253b5d  ,,
  该死的野兽.The.Beast.To.Die.1980.DVDRip.XviD-WRD.1.38GB,magnet:?xt=urn:btih:a53390ecf68e9c2e0daed89d580b25d535424e25  ,,
  错点鸳鸯.Love.With.the.Perfect.Stranger.1985.R3.SB.DVDRip.1.05GB,magnet:?xt=urn:btih:d537c30304c50466cdaa46f7e24658df45377b23  ,,
  复仇.Sympathy.2007.LiMiTED.DVDRip.XviD-SSF.692.52MB,magnet:?xt=urn:btih:73bf29ad6f32fc9b1fd4163f8181e9ce9e13fbe0  ,,
  蔚蓝之下.Beneath.the.Blue.2010.720p.BRRip.H264.Feel-Free.1.79GB,magnet:?xt=urn:btih:06921e4286603a305425d5c8537a62304795c0f0  ,,
  纯情的卡门.Carmen.Falls.In.Love.1952.720p.WEB-DL.H264-CG. PublicHD .2.02GB,magnet:?xt=urn:btih:3468fc275e46d96ab3d3ff5dc25d40a1f58a1c41  ,,
  洛城大地震.The.Big.One.The.Great.Los.Angeles.Earthquake.1990.DVDRip.XviD-SPRiNTER.1.39GB,magnet:?xt=urn:btih:82b84f76a676f0bb58b71fc06cc41d8c97881796  ,,
  Christmas.Magic.2011.HDTVRiP.XViD-NoGRP.699.65MB,magnet:?xt=urn:btih:83b50963829fde874c70dcaca313b677b2d952ba  ,,
  八星报喜.Eighth.Happiness.1988.BluRay.x264.2Audio.AC3-CnSCG.mkv.2.51GB,magnet:?xt=urn:btih:f31c9d69f911293312cfda8704eac43e84de6b89  ,,
  Cat.and.Mouse.1958.DVDRip.x264-RedBlade.937.79MB,magnet:?xt=urn:btih:aff57b4ec058e70949632f5b860fff18844de953  ,,
  战地童子.Svolochi.(2006).DVDRip.XviD.701.13MB,magnet:?xt=urn:btih:0bb68aa3c262e3db1e682c9ab1caf69a93012b58  ,,
  终极笑探.Spy.Hard.1996.1080p.WEB-DL.DD5.1.H264-FGT.3.19GB,magnet:?xt=urn:btih:e2043ed1895fdb83f5af57158c53b0d6c751a7f0  ,,
  下一站，说爱你.3.62GB,magnet:?xt=urn:btih:85a1933f0768bf96a8eba7f59954892fbacf29ec  ,,
  楚留香.Clans.Of.Intrigue.1977.DVDRip.XviD.AC3.SUBBED-RARBG.1.36GB,magnet:?xt=urn:btih:9203d309ce8b537fafea955886ece74a1c9595db  ,,
  女儿国的杰基.Jacky.Au.Royaume.Des.Filles.2014.FRENCH.720p.BluRay.x264.mkv.4.37GB,magnet:?xt=urn:btih:2305fbedf0e9941b16194a7c714fb87ecbd84db4  ,,
  Transparent.S01.720p.WEBRip.660.77MB,magnet:?xt=urn:btih:05632f2cb85492b281b9a23399d16328d296f0d3  ,,
  非常突然.Expect.The.Unexpected.1998.DVDRIP.XVID.AC3-MAJESTiC.1.43GB,magnet:?xt=urn:btih:c7fade6cb2ec715d9f4810a9e7d5c396e6f25158  ,,
  猎头者.Headhunter.2009.PAL.DVDRip.x264.-.terribleSD.1.64GB,magnet:?xt=urn:btih:183b50f7553da522249c8ee8d677174ab90741ee  ,,
  爱情天书.Love.is.Love.1990.BluRay.720p.x264.DTS-MySiLU. PublicHD .6GB,magnet:?xt=urn:btih:2f95fd8e35b0a0ffb5f41cc59181fb7d1a45a4b6  ,,
  爷们.The.Man.2005.SLOSubs.DVDRip.XviD-RADiOACTiVE.1.37GB,magnet:?xt=urn:btih:3a43e19a8c5a6016d91d8ada5e3c17fad9b36a57  ,,
  西点攻略.Assault.At.West.Point.The.Court.Martial.Of.Johnson.Whittaker.1994.DVDRip.XivD.AC3-RARBG.1.65GB,magnet:?xt=urn:btih:3fc36731b869161f8259fd219e40589b7d24e7e8  ,,
  小玩具.Small.Fry.2011.720p.BluRay.DTS.x264.Hun-Csecsu.253.33MB,magnet:?xt=urn:btih:eb198a7fd1531646b2e9111c1f17917bd94b9548  ,,
  黑白双雄.Downtown.1990.720p.WEB-DL.AAC2.0.H264-FGT.2.78GB,magnet:?xt=urn:btih:a3928ea130ce93750c1418f4fd1379553ca20f3f  ,,
  阿密特和萨马拉的故事.ONE.BY.TWO.(2014).1.CD.DVDSCR.-.X264.-.Mp3. D3sIManiACS .709.58MB,magnet:?xt=urn:btih:592f3353802ec7bbe8178f28ddde49c88ff9304a  ,,
  红袍与黑幕.The.Scarlet.and.the.Black.1983.DVDRip.XviD.-.LKRG.700.04MB,magnet:?xt=urn:btih:5085d819f1c8e841ea19af05342693453a7ff689  ,,
  相棒-剧场版2.Aibou.Gekijouban2.Chi_Jap.DVDrip.872X480-YYeTs人人影视.mkv.2.18GB,magnet:?xt=urn:btih:dd4131e86c1d8e4805ccd667dcab41a4b21141be  ,,
  偶像有约.Win.A.Date.With.Tad.Hamilton.2004.HDTV.XviD.MP3-RARBG.897.69MB,magnet:?xt=urn:btih:a76e6b990fcb024402a19fc8294624181ed8f5fe  ,,
" ""Pixar.Short.Films.Collection.2003.Boundin .跳跳羊.HR-HDTV.AC3.1024X544.x264-人人影视制作.73.62MB","magnet:?xt=urn:btih:c4e8df01e3a4d18ec3b77afcfd433545cde990fe"" ",,
  卫星男孩.Satellite.Boy.2012.DVDRip.x264-KiNOBOX.727.31MB,magnet:?xt=urn:btih:a78fd46653e49b00dfb43c74b182ff3810db51da  ,,
  暹罗王后.The.Legend.of.Suriyothai.2001.iNT.RETAiL.DVDRip.Xvid.Hun-AbiDon.1.37GB,magnet:?xt=urn:btih:0d63e209578cfa37da4c324b5be92013cea2ef16  ,,
  Already.Dead.2007.PROPER.DVDRip.XviD-WiRA.698.68MB,magnet:?xt=urn:btih:f9904f5652c008aa7f1883b42f5240f5fbe634cc  ,,
  上尉战役.Captain.Battle.Legacy.War.2013.DVDRiP.XViD-SML.703.98MB,magnet:?xt=urn:btih:faef94739eb3a3251fb7afe145d46b2d7b137916  ,,
  狂野非洲.African.Safari.2013..1080p.BluRay.x264.AAC.-.Ozlem.1.35GB,magnet:?xt=urn:btih:9e968dfa7511f7c8588007d01999c9a79050b33c  ,,
  PBS.摄影大师.安塞尔.亚当斯.Ansel.Adams-A.Documentary.Film.HDTV.720p.Legendado.PT-BR.mkv.1.99GB,magnet:?xt=urn:btih:156d5ede4e2b54d2d9f1a58a4a0a32366ed0b3d8  ,,
  山东兄弟.ShanDong.Brothers.2013.1080p.WEB-DL.x264.AAC-SmY.2.31GB,magnet:?xt=urn:btih:ea5f37651e38e88e472fc596bd810674eafe42e3  ,,
  情迷高跟鞋.Tacones.lejanos.1991.BD-MP4.mp4.651.62MB,magnet:?xt=urn:btih:ca67ee4541643deb88ed449eca633cfb058dd31b  ,,
  月亮花.Moon.Flower.2013.720p.WEBRip.x264.AAC-SmY.943.85MB,magnet:?xt=urn:btih:6befc676b7f682bc02dfdeb1dc3f60557dc38dfc  ,,
  罗西苹果酒.Cider.With.Rosie.1971.DVDRip.x264-FiCO.1.18GB,magnet:?xt=urn:btih:f5716a42db739314cea1131e45fc748fdcc5f109  ,,
  To.Catch.a.Killer.1992.PART1.iNTERNAL.DVDRip.x264-MARS.568.72MB,magnet:?xt=urn:btih:a85763017dc9bd6b239081cb6205b50827981843  ,,
  下一球成名.Next.Goal.Wins.2014.DVDrip.x264-FiCO.694.79MB,magnet:?xt=urn:btih:4fd782a2a35f52ba72eeaad4baa65be8808b5fba  ,,
  幸运.Lucky.2010.DVDRip.XviD.IGUANA.706.57MB,magnet:?xt=urn:btih:3fe699c9160d9c7c6f6d421e2e6a7953a1b973be  ,,
  实境之旅-九寨沟.Virtual.Trip.JiuZhaiGou.2006.BluRay.1080p.AC3.x264-CHD.10.1GB,magnet:?xt=urn:btih:0c59ec99714acd66374aed9febf01b5d9c9467b7  ,,
  Sinbad.Where.U.Been.2010.DVDRip.x264-HANDJOB.1.71GB,magnet:?xt=urn:btih:f596c75e6e62ea998278b9ec1c19306fc7e34054  ,,
  大脚的狂野周末.Bigfoots.Wild.Weekend.2012.UNRATED.720p.WEB-DL.H264-NGB.2.42GB,magnet:?xt=urn:btih:ef06013f16c408469b24b2781fdae9add040e9ec  ,,
  纽约大地震.Aftershock.Earthquake.in.New.York.1999.RUS.DVDRip.XviD.AC3.avi.2.18GB,magnet:?xt=urn:btih:3107d09aa4f0fad54b5c977b3e3793f0d84dd0a2  ,,
  跳海仪式.Its.Better.To.Jump.2013.DVDRiP.X264-TASTE.653.26MB,magnet:?xt=urn:btih:108c8964bd44c57b25ff75648a24f27e2ceb55bd  ,,
  公民科恩.Citizen.Cohn.1992.DVDRip.x264-HANDJOB.1.41GB,magnet:?xt=urn:btih:d5589e12c6306d61cd1993aa3ef64b9454132c18  ,,
  陈查理在檀香山.Charlie.Chan.in.Honolulu.1938.DVDRip.x264-HANDJOB.1.07GB,magnet:?xt=urn:btih:4bdc9eae100db8d1027706cd89fcb5bba38ff8d1  ,,
  陈查理在檀香山.Charlie.Chan.in.Honolulu.1938.DVDRip.x264-HANDJOB.1.07GB,N  ,,
  Kevin.Smith.Too.Fat.For.40.2010.UNCUT.DVDRip.x264-DeBTViD.1.67GB,magnet:?xt=urn:btih:c3ccb11ca51192aa1cae83b1c085c0600be8810c  ,,
  柏林间谍战.The.Spy.Who.Came.in.from.the.Cold.1965.720p.BluRay.X264-AMIABLE. PublicHD .6.56GB,magnet:?xt=urn:btih:b50ec510056435cc37727c1c86b7d3da66aff8fa  ,,
  Journey.Bombay.To.Goa.(2007).Hindi.480p.HDRip.XviD.Mp3....Hon3y.1.46GB,magnet:?xt=urn:btih:e6367dec3381e6f28b020dd8d90d626dbfaa4ff6  ,,
  Friends.of.Mr..Sweeney.-.1934.-.TCM_x264_TVRip_ Guild55  CG .mkv.981.43MB,magnet:?xt=urn:btih:610e2bc6985e0a336438e7590baa4aaf12c0ae5b  ,,
  The.Jungle.Book.Mowglis.Story.1998.iNTERNAL.DVDRip.X264-MULTiPLY.913.54MB,magnet:?xt=urn:btih:0f7d25dbc418014113a6243e0ec13d49fe4fa47e  ,,
  The.Jungle.Book.Mowglis.Story.1998.iNTERNAL.DVDRip.X264-MULTiPLY.913.54MB,N  ,,
  一只会说话的猫.A.Talking.Cat.2013.720p.WEB-DL.H264-NGB. PublicHD .2.43GB,magnet:?xt=urn:btih:3140c157ea76ceba381a803d8a1cd092446c8934  ,,
  胆小鬼传奇【高清1280版BD-RMVB.中字】【2012最新印度喜剧大片】.1.75GB,magnet:?xt=urn:btih:7b42ccc2ed6a72a28af249fbab9a1b995eeb3794  ,,
  爱你如诗美丽. 中字.1024分辨率 .1014.16MB,magnet:?xt=urn:btih:6c057affd42698f355d99cd9213f9a3ea1eb38e6  ,,
  真情电波.Radio.2003.720p.HDTV.DD5.1.x264-CtrlHD.3.32GB,magnet:?xt=urn:btih:a02dd3b52f46b53a680d8be9fcd1538dec5d69ff  ,,
  阴魂咆哮.Bones.2001.1080p.WEB-DL.DD5.1.H264-FGT.3.08GB,magnet:?xt=urn:btih:8cf7082222029994ad404c6dc8503281e37f9a15  ,,
  维多利亚的秘密2009时装秀.The.Victorias.Secret.Fashion.Show.2009.FRTVS.291.3MB,magnet:?xt=urn:btih:2036a889f3b31cddfd9eee0ed78c668437ee3fa3  ,,
  秘密的战争.The.Secret.of.Santa.Vittoria.1969.1080p.BluRay.x264-VETO. PublicHD .9.84GB,magnet:?xt=urn:btih:3fb80bf8c3a4fc9b62f84e3c3c8e7c6638b6b676  ,,
  Kisaan.2009.Hindi.HDRip.720p.x264.AC3...Hon3y.1.45GB,magnet:?xt=urn:btih:f7a2b15640ba9cc6556b7c20103468729b5f816c  ,,
  咖啡馆里的女孩.The.Girl.in.the.Cafe.2005.DVDRip.x264-HANDJOB.1.49GB,magnet:?xt=urn:btih:d6acc19dc6ba0ac7f055f11d0666d79088171152  ,,
